Id,IngestType,IngestionSequence,DataProvider,OriginalRecord,isShownAt,Object
79f6d23024bc9b78bf2777e836bc5913,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/79f6d23024bc9b78bf2777e836bc5913.json,https://www.loc.gov/item/73691873/,http://cdn.loc.gov/service/gmd/gmd4/g4960/g4960/ar191800.gif,"Scale ca. 1:200,000. Hand colored. Relief shown pictorially. ""D. Fournier inv. & del."" Inscribed ""To the Right Honorable George, Earl of Hallifax, one of His Majesty's principal secretary's of state, &c. &c."" LC Maps of North America, 1750-1789, 1918 Available also through the Library of Congress Web site as a raster image. Vault AACR2: 700/1; 700/3"
b1308d98a1271d9bc982917727d000a6,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 dcu",http://ldp.staging.dp.la/ldp/original_record/b1308d98a1271d9bc982917727d000a6.json,https://www.loc.gov/item/99448893/,http://cdn.loc.gov/service/gmd/gmd388/g3881/g3881s/cw0504000.gif,"Scale ca. 1:680,000. LC Civil War Maps (2nd ed.), 504 Map includes ""Chesapeake & Ohio R.R. after the war,"" ""other railroads after the war,"" ""railroads during the war,"" ""plank roads and turnpikes,"" ""other roads,"" rivers, towns, and relief by hachures. Title when folded: 26th annual encampment, G.A.R. Sept 20th 1892. Washington, D.C., via Chesapeake & Ohio Ry. Poole Bros., Chicago. Description derived from published bibliography. Available also through the Library of Congress web site as raster image."
e6c6701f826450c953629f8f2adc3546,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/e6c6701f826450c953629f8f2adc3546.json,https://www.loc.gov/item/73696680/,http://cdn.loc.gov/service/gmd/gmd3/g3300/g3300/ar002900.gif,"Scale ca. 1:6,500,000. Hand colored. Relief shown pictorially. Differs from other copy in that only boundaries are colored and some place names are highlighted. The boundary of Georgia is continuous. LC Maps of North America, 1750-1789, 29 Includes text on the ""French incroachments"" and ""English title to their settlements on the continent."" Available also through the Library of Congress Web site as a raster image. Vault AACR2"
9fe5a9000d016415125b5ca38ed2699c,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/9fe5a9000d016415125b5ca38ed2699c.json,https://www.loc.gov/item/73691831/,http://cdn.loc.gov/service/gmd/gmd4/g4960/g4960/ar191400.gif,
362ad2561965f02f0dcf3c7f53750006,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/362ad2561965f02f0dcf3c7f53750006.json,https://www.loc.gov/item/gm71000934/,http://cdn.loc.gov/service/gmd/gmd382/g3824/g3824p/ar131700.gif,"[London, 1777]"
2beb8d80e47c74fb5c6a8312cb013b7f,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/2beb8d80e47c74fb5c6a8312cb013b7f.json,https://www.loc.gov/item/gm71002203/,http://cdn.loc.gov/service/gmd/gmd380/g3801/g3801s/ar105700.gif,"Scale ca. 1:130,000. Hand colored. Relief shown by hachures and shading. Depths shown by soundings. Centered on the Hudson River and New York Bay from Sandy Hook to Haverstraw. Includes index entitled ""References."" LC Maps of North America, 1750-1789, 1057 Available also through the Library of Congress Web site as a raster image. LC copy annotated changing publication date to 1778, showing additional shoals in red ink, and showing colored buildings and troop symbols. LC copy imperfect: Portion of publication statement in lower right corner missing. Vault AACR2"
d0bd5be87d40f99605d99a8d36b19efa,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/d0bd5be87d40f99605d99a8d36b19efa.json,https://www.loc.gov/item/76696229/,http://cdn.loc.gov/service/gmd/gmd392/g3922/g3922c/cw0159500.gif,"Perspective map not drawn to scale. Photocopy; blue line print. Oriented with north to the left. Bird's-eye-view. ""G-CF-435 G 501."" LC Civil War maps (2nd ed.), 159.5 Available also through the Library of Congress Web site as a raster image. Indexed for points of interest. AACR2: 651/1; 710/1"
7514ed80dc8fbdcffd0e4eca23bdecac,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 dcu",http://ldp.staging.dp.la/ldp/original_record/7514ed80dc8fbdcffd0e4eca23bdecac.json,https://www.loc.gov/item/99447355/,http://cdn.loc.gov/service/gmd/gmd395/g3951/g3951s/cw0216700.gif,"Scale 1:350,000 (5.524 miles to one inch). LC Civil War Maps (2nd ed.), 216.7 Signed in facsimile: J. H. Simpson, Lieut. Col. Engrs. U.S. Army, Chief Engr., Dpt. of the Ohio. Detailed map of Kentucky and most of Tennessee showing towns and villages, county seats, iron works and forges, salt works, mills, post offices, existing and proposed railroads, roads, rivers, and limits of coal fields. Map has been annotated in red ink to show the location of ""Camp Burnside"" on the Cumberland River south of Somerset, Kentucky. Handwritten note on the verso reads ""Full of errors-worthless so far as the 5 northern counties are concerned. F. Walley Perkins AC&GS."" Description derived from published bibliography. Available also through the Library of Congress web site as raster image."
7662bdc31075cf0df48d676939d9588b,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/7662bdc31075cf0df48d676939d9588b.json,https://www.loc.gov/item/gm71000653/,http://cdn.loc.gov/service/gmd/gmd380/g3804/g3804n/ar116200.gif,[1776]
5c1e8ea887b88941ab0949dc44cd4ade,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/5c1e8ea887b88941ab0949dc44cd4ade.json,https://www.loc.gov/item/gm71002310/,http://cdn.loc.gov/service/gmd/gmd380/g3804/g3804n/ar115700.gif,1776?]
f1c92c6768c00e46ebcaff87c3b36ec3,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/f1c92c6768c00e46ebcaff87c3b36ec3.json,https://www.loc.gov/item/73693399/,http://cdn.loc.gov/service/gmd/gmd415/g4154/g4154l/pm002180.gif,"Chicago, Merchants Lithographing Co. [1868]"
f381b4073b812a40f12317310344c9a9,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 dcu",http://ldp.staging.dp.la/ldp/original_record/f381b4073b812a40f12317310344c9a9.json,https://www.loc.gov/item/99447039/,http://cdn.loc.gov/service/gmd/gmd398/g3980/g3980/cw0014500.gif,"Scale 1:1,500,000. LC Civil War Maps (2nd ed.), 14.5 Another edition. Completely redrawn edition, with errors corrected. Description derived from published bibliography. Available also through the Library of Congress web site as raster image."
6066f802c207497918548244a83b20c9,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/6066f802c207497918548244a83b20c9.json,https://www.loc.gov/item/74692124/,http://cdn.loc.gov/service/gmd/gmd391/g3910/g3910/ar152100.gif,"Scale ca. 1:600,000. Relief shown pictorially. Depths shown by soundings. Annotated on verso: South Carolina. Described in William Cumming's The Southeast in early maps, no. 443. Insets: A plan of Beaufort on Port Royal Island [ca. 1:17,000]--A plan of Camden.--A plan of Georgetown [ca. 1:17,000]--A draught of Port Royal Harbour in South Carolina with the marks for going in [ca. 1:200,000]--A plan of Charles Town [ca. 1:17,000]--A chart of the bar and harbour of Charles Town [ca. 1:75,000] LC Maps of North America, 1750-1789, 1521 Available also through the Library of Congress Web site as a raster image. Vault AACR2: 100; 651/1; 651/2; 651/3"
598e72429a8c81226a76c98a311eeb19,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/598e72429a8c81226a76c98a311eeb19.json,https://www.loc.gov/item/75696624/,http://cdn.loc.gov/service/gmd/gmd375/g3754/g3754f/pm009370.gif,"Troy, N.Y., 1886."
493410a61e54ee8d7869056b7a75ee8d,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/493410a61e54ee8d7869056b7a75ee8d.json,https://www.loc.gov/item/gm71002221/,http://cdn.loc.gov/service/gmd/gmd381/g3813/g3813b/ar126500.gif,1776?]
6edd97df73ced8faa8e631ab81c26140,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/6edd97df73ced8faa8e631ab81c26140.json,https://www.loc.gov/item/2013591256/,http://cdn.loc.gov/service/gmd/gmd376/g3764/g3764h/pm020513.gif,Includes index. Available also through the Library of Congress Web site as a raster image.
709609f2464203a702474d747ff3dbe1,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/709609f2464203a702474d747ff3dbe1.json,https://www.loc.gov/item/74692104/,http://cdn.loc.gov/service/gmd/gmd377/g3774/g3774n/ar101300.gif,"Scale ca. 1:6,000. Relief shown by hachures. Appears in William Faden's Atlas of battles of the American Revolution. [1845] Oriented with north to the left. Indexed for points of interest. LC Maps of North America, 1750-1789, 1013 Available also through the Library of Congress Web site as a raster image. Vault AACR2"
b1ee094a25f212a1a7cfb345eda029c8,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 dcu",http://ldp.staging.dp.la/ldp/original_record/b1ee094a25f212a1a7cfb345eda029c8.json,https://www.loc.gov/item/99448358/,http://cdn.loc.gov/service/gmd/gmd388/g3880/g3880/cw0450800.gif,"Relief shown by hachures. Various scales. LC Civil War maps (2nd ed.), 450.8 Maps are printed on the verso of lined note paper. Description derived from published bibliography. Available also through the Library of Congress web site as raster image."
83a139d5ecc00f3bb145ce4d51af5635,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/83a139d5ecc00f3bb145ce4d51af5635.json,https://www.loc.gov/item/75694992/,http://cdn.loc.gov/service/gmd/gmd382/g3824/g3824i/pm007920.gif,"Morrisville, Pa., T. M. Fowler & James B. Moyer [1900]"
facac3542ae4242c25d10367ca5f0cea,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/facac3542ae4242c25d10367ca5f0cea.json,https://www.loc.gov/item/73691859/,http://cdn.loc.gov/service/gmd/gmd370/g3700/g3700/ar075701.gif,"Scale ca. 1:5,400,000. Title in margin: Les XIII Etats Unis de l'Amerique septentrionale, d'apress les meilleures & speciales carte angloises qui ont parues jusqu'ci. Hand colored. Prime meridian: Ferro. Relief shown pictorially. ""I. M. Schmidt fe Nor"" appears in lower left corner. From publisher's Atlas geographicvs. 1759 [i.e. 1784] v.3, no. 65. LC Maps of North America, 1750-1789, 757 Available also through the Library of Congress Web site as a raster image. AACR2: 651/1; 710/1 Three copies. Copy 1, Cartouche and bar scale colored in yellow. Copy 2, Cartouche and bar scale uncolored. Copy 3, Cartouche and bar scale uncolored."
949a3401e64fa6fb5bd7e24985b80e8c,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 dcu",http://ldp.staging.dp.la/ldp/original_record/949a3401e64fa6fb5bd7e24985b80e8c.json,https://www.loc.gov/item/99447330/,http://cdn.loc.gov/service/gmd/gmd392/g3924/g3924d/cw0175500.gif,"Buffalo, N.Y., Matthews, Northrup & Co., Art-Printing Works, [1864]"
9223cb092db8a8296765a6a736c4d4fa,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 dcu",http://ldp.staging.dp.la/ldp/original_record/9223cb092db8a8296765a6a736c4d4fa.json,https://www.loc.gov/item/2005625051/,http://cdn.loc.gov/service/gmd/gmd388/g3882/g3882s/cwh00144.gif,[1863]
5a8b159a1719f4a1551a84e91052db3f,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 dcu",http://ldp.staging.dp.la/ldp/original_record/5a8b159a1719f4a1551a84e91052db3f.json,https://www.loc.gov/item/99448876/,http://cdn.loc.gov/service/gmd/gmd388/g3881/g3881s/cw0498000.gif,"Scale ca. 1:425,000. LC Civil War Maps (2nd ed.), 498 Map extends from Ashby's Gap south to Winfield and Charlottesville east to Tappahannock and shows the location and date of engagements, towns, roads, railroads, county names and boundaries, drainage, and some relief by hachures. A few place names are underlined in red. Description derived from published bibliography. Available also through the Library of Congress web site as raster image. Some city names underlined in red. Washington D.C. borders and western bank of Potomac River highlighted in red."
054bf892be6e26e51c57dc53e3559b88,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/054bf892be6e26e51c57dc53e3559b88.json,https://www.loc.gov/item/73694804/,http://cdn.loc.gov/service/gmd/gmd383/g3832/g3832d/ar135700.gif,
7b2ec9e1df09012275e96a0d92fddafe,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/7b2ec9e1df09012275e96a0d92fddafe.json,https://www.loc.gov/item/gm71005449/,http://cdn.loc.gov/service/gmd/gmd371/g3710/g3710/ar070900.gif,"Scale ca. 1:2,270,000. Relief shown pictorially. Prime meridian: Philadelphia and London. ""Sold by R. Dodsley in Pall-Mall, London, & by the author in Philadelphia."" Includes inscription to ""Thomas Pownall, Esqr.,"" numerous notes, especially concerning inland water communications and natural reources, 3 distance charts, and inset of ""A sketch of the remaining part of Ohio R. &c."" LC Maps of North America, 1750-1789, 709 Available also through the Library of Congress Web site as a raster image. Vault AACR2"
6c1a6cd58ca7a7a0c61695206bae8e3a,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 dcu",http://ldp.staging.dp.la/ldp/original_record/6c1a6cd58ca7a7a0c61695206bae8e3a.json,https://www.loc.gov/item/99446417/,http://cdn.loc.gov/service/gmd/gmd401/g4012/g4012r/cw0240500.gif,"Scale ca. 1:2,200. LC Civil War Maps (2nd ed.), 240.5 Pen and ink manuscript map drawn on tracing linen showing soundings and obstructions in Red River. A red line delineates the river channel. Stamped at bottom: From collection of David Dixon Porter. Description derived from published bibliography. Available also through the Library of Congress web site as raster image."
4cd1ffe4922faf57b426a690ecb3f55b,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/4cd1ffe4922faf57b426a690ecb3f55b.json,https://www.loc.gov/item/75693150/,http://cdn.loc.gov/service/gmd/gmd378/g3784/g3784m/pm000820.gif,"New York, c1914."
cf3ba407b1dcbac9161dd1264a4c1bba,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/cf3ba407b1dcbac9161dd1264a4c1bba.json,https://www.loc.gov/item/75694848/,http://cdn.loc.gov/service/gmd/gmd380/g3804/g3804s/pm006340.gif,"Troy, N.Y. [1887]"
b1c48c40201b1881c5855c6bc4fa347c,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/b1c48c40201b1881c5855c6bc4fa347c.json,https://www.loc.gov/item/75696510/,http://cdn.loc.gov/service/gmd/gmd382/g3824/g3824n/pm008170.gif,Boston [1898]
500553c3282af3dce986dba4c3575d91,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/500553c3282af3dce986dba4c3575d91.json,https://www.loc.gov/item/93685279/,http://cdn.loc.gov/service/gmd/gmd384/g3844/g3844b/cw1024000.gif,"Low-angle aerial view. Shows lettered rows of tents and troops in parade formation in foreground. ""Ent. accord. to Act of Congress A.D. 1862 by E. Sachse & Co. in ... the District Court of Md."" Available also through the Library of Congress Web site as a raster image. LC copy soiled, stained, and lacking small sections along sheet edges. Acquisitions control no. 92-7 CW3"
6b5b9432ccd96ccbf7dd9ef69d9277b8,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/6b5b9432ccd96ccbf7dd9ef69d9277b8.json,https://www.loc.gov/item/97687305/,http://cdn.loc.gov/service/gmd/gmd375/g3754/g3754e/pm009364.gif,"Bird's-eye view. Available also through the Library of Congress Web site as a raster image. Includes index to points of interest. LC copy imperfect: Brittle, darkened, stained, and torn. PM3 Acquisitions control no. 98-12"
8c665b8ca49c8a183e694114ec42c5d7,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/8c665b8ca49c8a183e694114ec42c5d7.json,https://www.loc.gov/item/2007626386/,http://cdn.loc.gov/service/gmd/gmd373/g3734/g3734c/pm020350.gif,"Bird's-eye view. Relief shown pictorially. Available also through the Library of Congress Web site as a raster image. Includes index to points of interest. Copy imperfect: Torn, creased, stained, brittle PM3 Acquisitions control no.: 2007-212"
e3479afcb2a3fac2e6835e7bf84b0b66,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/e3479afcb2a3fac2e6835e7bf84b0b66.json,https://www.loc.gov/item/74692159/,http://cdn.loc.gov/service/gmd/gmd372/g3720/g3720/ar080000.gif,"Scale ca. 1:440,000. Hand colored. Prime meridian: London and Ferro. Relief shown pictorially. Includes compilation data and insets of ""A plan of the town of Boston"" and ""A plan of Boston Harbor from an accurate survey,"" ca. 1:150,000. LC Maps of North America, 1750-1789, 799-800 Copy 1 LC copy annotation in upper right corner: Scale 7 miles = 1 inch. Copy 2 LC copy annotated ""2"" on verso, upper left corner of top sheet; ""3"" on verso, upper left corner of bottom sheet. On 2 sheets 56 x 104 cm. and 55 x 104 cm. Copy 3 No. ""15"" in upper left corner of top sheet and no. ""16"" in upper left corner of bottom sheet on verso. On 2 sheets 56 x 103 cm. and 55 x 103 cm. Copy 4 No. ""15"" on verso, upper left corner. Available also through the Library of Congress Web site as a raster image. Vault AACR2"
54dace466f5227b913e649f247e8b57b,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/54dace466f5227b913e649f247e8b57b.json,https://www.loc.gov/item/2006459216/,http://cdn.loc.gov/service/gmd/gmd392/g3924/g3924d/cws00068.gif,"Shows Union troop positions in eastern Paulding County, Georgia. Relief shown by hachures. Title and date from Stephenson's Civil War maps, 1989. Similar map appears in the U.S. War Dept.'s Atlas to accompany the official records of the Union and Confederate armies, 1891-95, pl. 43, no. 9. Pencil drawn on 11/16 in. grid. LC Civil War maps (2nd ed.), S68, 171 Available also through the Library of Congress Web site as a raster image. In pencil at bottom: McPherson. In pencil at lower left: 29. Imperfect: Fold-lined. Mounted on paper."
5dff1b2969ac501177045627e2e8890f,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 dcu",http://ldp.staging.dp.la/ldp/original_record/5dff1b2969ac501177045627e2e8890f.json,https://www.loc.gov/item/99448838/,http://cdn.loc.gov/service/gmd/gmd396/g3964/g3964c/cw0400400.gif,"Scale 1:63,360. LC Civil War Maps (2nd ed.), 400.4 Map of the environs of Chattanooga showing troop positions and movements, roads, railroads, towns, drainage, and relief by shading. Description derived from published bibliography. Available also through the Library of Congress web site as raster image."
2041fa5e49c510e80cdcccf0815e9e70,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/2041fa5e49c510e80cdcccf0815e9e70.json,https://www.loc.gov/item/2006628342/,http://cdn.loc.gov/service/gmd/gmd375/g3754/g3754b/pm011800.gif,"Bird's-eye view. Relief shown pictorially. Title from cover. Includes indexes to points of interest. Imperfect: Darkened, brittle, creased, torn, small pieces missing. Available also through the Library of Congress Web site as a raster image. PM3 Acquisitions control no.: 2006-138"
5c68beda45f1cfc31ae637e77a8fb6dd,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/5c68beda45f1cfc31ae637e77a8fb6dd.json,https://www.loc.gov/item/74693108/,http://cdn.loc.gov/service/gmd/gmd3/g3300/g3300/ar019200.gif,"[London] Engraved for Jno. Harrison, 1787."
1b14d60f55fdb3584516d53841256d00,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/1b14d60f55fdb3584516d53841256d00.json,https://www.loc.gov/item/75696703/,http://cdn.loc.gov/service/gmd/gmd412/g4124/g4124b/pm010210.gif,"Milwaukee, Norris, Wellge & Co. [1886]"
c20e6359d0ca320ed26553571c668bb9,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/c20e6359d0ca320ed26553571c668bb9.json,https://www.loc.gov/item/73697052/,http://cdn.loc.gov/service/gmd/gmd3/g3312/g3312s/ar023000.gif,"Scale ca. 1:695,000. Hand colored. Relief shown pictorially. Soundings shown in fathoms. Includes text. Insets: The Seven Islands.--A continuation of the river from Quebec to Lake Ontario.--St. Nicholas or English Harbor.--The mountains of our Lady or Notre Dame.--The road of Tadousac.--The traverse or passage from Cape Torment into the South Channel of Orleans Island.--A view of the lands from Cape Torment to the Butt as it appears in sailing through the Travers into the South Channel. LC Maps of North America, 1750-1789, 230 Available also through the Library of Congress Web site as a raster image. Vault AACR2"
ca58ea22140f04861624d3a7568a3a85,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/ca58ea22140f04861624d3a7568a3a85.json,https://www.loc.gov/item/73695761/,http://cdn.loc.gov/service/gmd/gmd3/g3400/g3400/ar018200.gif,"Scale ca. 1:9,000,000. Hand colored. Relief shown pictorially. Printed in lower left corner of map: Ph. Buache, gendre de l'auteur, avec privilege du roi. Available also through the Library of Congress Web site as a raster image. Vault AACR2: 651/1; 651/2; 700/1; 700/2"
729e4892b5a2ba5546e53c4fdb1ac14c,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/729e4892b5a2ba5546e53c4fdb1ac14c.json,https://www.loc.gov/item/75693089/,http://cdn.loc.gov/service/gmd/gmd436/g4364/g4364e/pm000200.gif,"Perspective map not drawn to scale. Bird's-eye-view. ""Photos by Miller: Eureka."" Includes illus. LC Panoramic maps (2nd ed.), 20 Available also through the Library of Congress Web site as a raster image. AACR2: 651/1; 710/1"
90786c8e6ce9e982d5849a2235cd4445,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/90786c8e6ce9e982d5849a2235cd4445.json,https://www.loc.gov/item/77696604/,http://cdn.loc.gov/service/gmd/gmd391/g3913/g3913b/ar152000.gif,[1771?]
6828a60fc79476086ba7da718c2de177,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/6828a60fc79476086ba7da718c2de177.json,https://www.loc.gov/item/79695015/,http://cdn.loc.gov/service/gmd/gmd380/g3804/g3804c/pm005511.gif,"Perspective map not drawn to scale. Bird's-eye-view. LC Panoramic maps (2nd ed.), 551.1 Available also through the Library of Congress Web site as a raster image. Indexed for points of interest. AACR2"
c9f8e65e4dc6a3df88295830f9597603,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 dcu",http://ldp.staging.dp.la/ldp/original_record/c9f8e65e4dc6a3df88295830f9597603.json,https://www.loc.gov/item/99447022/,http://cdn.loc.gov/service/gmd/gmd386/g3860/g3860/cw0012000.gif,"New Orleans, Published by E. Ezekiel, Exchange Bookstore, [1861]"
d4e3aef1ef9f0dab836bc3f54735c969,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/d4e3aef1ef9f0dab836bc3f54735c969.json,https://www.loc.gov/item/73696437/,http://cdn.loc.gov/service/gmd/gmd4/g4930/g4930/ar185100.gif,"[Paris, 1780?]"
2e41d3f4e09c4871dd9160d31c82f0ba,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 dcu",http://ldp.staging.dp.la/ldp/original_record/2e41d3f4e09c4871dd9160d31c82f0ba.json,https://www.loc.gov/item/99447182/,http://cdn.loc.gov/service/gmd/gmd386/g3860/g3860/cw0075700r.gif,"Scale 1:8,553,600. LC Civil War Maps (2nd ed.), 75.7 General map of the South printed on a 1910 calendar entitled ""Half century Confederate memorial"" presented ""compliments of the First National Bank, Gainsville, Georgia."" Map is surrounded by portraits of Pres. Jefferson Davis and Generals Lee, Gordon, Jackson, Beauregard, J. E. Johnston, A. S. Johnston, Stuart, Hood, and Longstreet and pictures of Confederate money and postage stamps, the capitol building, war memorials, and the flags of the Confederacy. ""Confederate poetry and song"" and ""important events and battles of the Civil War"" are printed on the verso. Available also through the Library of Congress web site as raster image. Description derived from published bibliography."
bc0fd8a54716469c3052bfc52317485e,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/bc0fd8a54716469c3052bfc52317485e.json,https://www.loc.gov/item/75694650/,http://cdn.loc.gov/service/gmd/gmd414/g4144/g4144s/pm004110.gif,"Perspective map not drawn to scale. Bird's-eye-view. LC Panoramic maps (2nd ed.), 411 Available also through the Library of Congress Web site as a raster image. AACR2: 651"
1389b2b4bed307602dd01a30462aff8d,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/1389b2b4bed307602dd01a30462aff8d.json,https://www.loc.gov/item/2004633828/,http://cdn.loc.gov/service/gmd/gmd388/g3880/g3880/cwh00018b.gif,"Shows names of some residents. Relief shown by hachures. Sun print on paper composed of a number of sheets pasted together, sectioned in two, and mounted on cloth. Penciled 3/8-inch grid and ink annotations. At head of title: Chief Engineer's Office, D.N.V. Maj. Genl. J.F. Gilmer Chief Eng'r. ""Sanxay and Gomert's patent."" ""Approved April 22nd, 1864 Albert H. Campbell ..."" LC Civil War maps (2nd ed.), H18 Available also through the Library of Congress Web site as a raster image. LC copy imperfect: Losses along edges. Top and right side of map have holes and discoloration. Earlier version of Hotch 18a showing fewer resident's names in the base map."
8eb01acb3ffa804b3a44582f2e5d4cc3,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/8eb01acb3ffa804b3a44582f2e5d4cc3.json,https://www.loc.gov/item/85695099/,http://cdn.loc.gov/service/gmd/gmd378/g3784/g3784d/pm000798.gif,Bird's-eye view. Available also through the Library of Congress Web site as a raster image. Indexed for points of interest. PM3
897392bd7b16f35ac673786b4f092798,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/897392bd7b16f35ac673786b4f092798.json,https://www.loc.gov/item/75694753/,http://cdn.loc.gov/service/gmd/gmd380/g3804/g3804c/pm005440.gif,"Troy, N.Y., Burleigh Litho. Co., c1892."
f2bcca899ad1563928487d466d1bb611,item,999999,"Library of Congress Geography and Map Division Washington, D.C. 20540-4650 USA dcu",http://ldp.staging.dp.la/ldp/original_record/f2bcca899ad1563928487d466d1bb611.json,https://www.loc.gov/item/79691613/,http://cdn.loc.gov/service/gmd/gmd392/g3922/g3922c/cw0157000a.gif,"Scale ca. 1:12,200. Oriented with north to the left. LC Civil War maps (2nd ed.) 157 Available also through the Library of Congress Web site as a raster image. Includes drawings of notable building and monuments. Shows Federal and Confederate lines as of Sept. 19 and 20, 1863. AACR2: 650/1; 710/2"
